Reference,DOI,Group,Phylum,Order,Family,Species,Light,Water,Series,Day,Mean,SEM,N,Response,Method,Unit,Source
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.001388889,12.15463918,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.001736111,12.15463918,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.002083333,12.10824742,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.002430556,12.01546392,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.002777778,11.82989691,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.003125,11.59793814,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.003472222,11.36597938,0.603092784,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.003819444,11.04123711,0.463917526,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.004166667,10.71649485,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.004513889,10.39175258,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.004861111,10.06701031,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,3,0.005208333,9.788659794,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4c
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0,15.21649485,0.927835052,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.000347222,15.21649485,0.881443299,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.000694444,15.44845361,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.001041667,15.58762887,0.649484536,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.001388889,15.54123711,0.603092784,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.001736111,15.44845361,0.603092784,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.002083333,15.30927835,0.649484536,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.002430556,15.12371134,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.002777778,14.93814433,0.695876289,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.003125,14.70618557,0.881443299,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.003472222,14.3814433,1.020618557,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.003819444,14.14948454,0.788659794,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.004166667,13.82474227,0.649484536,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.004513889,13.54639175,0.603092784,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.004861111,13.26804124,0.603092784,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,4,0.005208333,12.94329897,0.603092784,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4d
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0,16.05154639,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.000347222,16.1443299,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.000694444,16.2371134,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.001041667,16.1443299,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.001388889,15.91237113,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.001736111,15.49484536,0.463917526,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.002083333,15.21649485,0.463917526,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.002430556,14.79896907,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.002777778,14.3814433,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.003125,13.91752577,0.463917526,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.003472222,13.45360825,0.463917526,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.003819444,12.94329897,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.004166667,12.43298969,0.463917526,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.004513889,11.87628866,0.510309278,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.004861111,11.31958763,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fabales,Fabaceae,Cercis canadensis,Yes,No,5,0.005208333,10.71649485,0.556701031,9,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4e
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0,7.515463918,0.742268041,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.000347222,7.329896907,0.695876289,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.000694444,7.051546392,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.001041667,6.448453608,0.603092784,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.001388889,5.613402062,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.001736111,4.731958763,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.002083333,3.804123711,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.002430556,2.87628866,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.002777778,2.134020619,0.742268041,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.003125,1.577319588,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.003472222,1.113402062,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.003819444,0.881443299,0.742268041,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.004166667,0.649484536,0.695876289,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.004513889,0.556701031,0.695876289,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.004861111,0.510309278,0.649484536,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus muehlenbergii,Yes,No,6,0.005208333,0.417525773,0.695876289,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4f
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0,17.35051546,0.463917526,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.000347222,17.25773196,0.510309278,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.000694444,15.86597938,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.001041667,14.19587629,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.001388889,12.89690722,0.742268041,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.001736111,11.7371134,0.510309278,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.002083333,10.67010309,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.002430556,9.649484536,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.002777778,8.721649485,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.003125,7.886597938,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.003472222,7.144329897,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.003819444,6.448453608,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.004166667,5.845360825,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.004513889,5.381443299,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.004861111,4.963917526,0.556701031,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021a,10.1007/s00468-021-02088-w,Terrestrial,Streptophyta,Fagales,Fagaceae,Quercus robur,Yes,No,7,0.005208333,4.68556701,0.510309278,12,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 4g
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0,18.34924966,0.545702592,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.000347222,18.21282401,0.545702592,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.000694444,17.87175989,0.613915416,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.001041667,17.3260573,0.545702592,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.001388889,16.71214188,0.545702592,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.001736111,15.96180082,0.545702592,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.002083333,15.17735334,0.648021828,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.002430556,14.46111869,0.613915416,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.002777778,13.71077763,0.818553888,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.003125,13.09686221,0.613915416,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.003472222,12.48294679,0.68212824,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.003819444,12.14188267,0.68212824,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.004166667,11.45975443,0.613915416,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.004513889,10.77762619,0.613915416,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.004861111,11.59618008,0.818553888,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,1,0.005208333,10.81173261,0.784447476,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1a
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0,17.42157655,1.226158038,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.000347222,17.34986239,1.226158038,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.000694444,17.31255049,1.260217984,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.001041667,16.86634809,1.158038147,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.001388889,16.24984596,1.328337875,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.001736111,15.56522394,1.226158038,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.002083333,14.74436214,1.532697548,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.002430556,13.85538044,1.158038147,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.002777778,13.03451864,1.158038147,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.003125,12.14553695,1.158038147,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.003472222,11.39296619,1.157866992,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.003819444,10.64022428,1.158038147,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.004166667,9.887482371,1.157866992,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.004513889,8.998500678,1.430346556,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.004861111,8.109518985,1.157866992,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,2,0.005208333,7.1524174,1.226158038,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1b
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,3,0,18.01771117,0.919618529,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1c
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,3,0.000347222,17.88147139,0.885558583,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1c
Kar et al. 2021b,10.3390/app11083644,Terrestrial,Streptophyta,Vitales,Vitaceae,Vitis vinifera,Yes,No,3,0.000694444,17.33651226,0.953678474,16,Photosynthesis,Gas exchange,µmol CO2 m–2 s–1,Figure 1c
